Specimen Code,Common Name,Latin Name,City,Province,Country,Latitude,Longitude,Matrix PCR Result,Matrix PCR Sample Type,Matrix PCR Lab,Matrix PCR Result Date,H5 PCR Result,H5 PCR Sample Type,H5 PCR Lab,H5 PCR Result Date,H7 PCR Result,H7 PCR Sample Source,H7 Testing Lab,H7 PCR Result Date
CWHC.136333.5,Double-Crested Cormorant,Phalacrocorax auritus,Val-Comeau,Nouveau-Brunswick,Canada,47.46415,-64.88524,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.135689.1,American White Pelican,Pelecanus erythrorhynchos,Lavallee Lake,Saskatchewan,Canada,54.2833333,-106.55,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-18,,,,,,,,
CWHC.138362.1,Snowy Owl,Bubo scandiacus,Prince Edward,Ontario,Canada,43.8985663,-77.2755042,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2018-01-11,,,,,,,,
CWHC.135915.1,Red-Tailed Hawk,Buteo jamaicensis,North York,Ontario,Canada,43.720385,-79.338948,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-08-23,,,,,,,,
CWHC.135697.1,Bald Eagle,Haliaeetus leucocephalus,Chicoutimi,Québec,Canada,48.41186111,-71.21186111,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-15,,,,,,,,
CWHC.136655.1,Great Blue Heron,Ardea herodias,Westlock,Alberta,Canada,54.1522,-113.8514,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-05,,,,,,,,
CWHC.135809.1,Sharp-Shinned Hawk,Accipiter striatus,Saint-Basile,Québec,Canada,46.73444444,-71.80333333,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-17,,,,,,,,
CWHC.136181.1,California Gull,Larus californicus,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CWHC.135772.1,Cooper's Hawk,Accipiter cooperii,Mont-Laurier,Québec,Canada,46.55555556,-75.41583333,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-17,,,,,,,,
CWHC.136004.3,Herring Gull,Larus argentatus,Lac-Etchemin,Québec,Canada,46.39555556,-70.50833333,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-30,,,,,,,,
CWHC.136758.1,Canada Goose,Branta canadensis,Salaberry-de-Valleyfield,Québec,Canada,45.16555556,-74.17027778,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-10-24,,,,,,,,
CWHC.136140.3,Snow Goose,Chen caerulescens,Cambridge Bay,Nunavut,Canada,69.0636,-105.2424,,,,,,,,,,,,
CWHC.136228.1,Blue Jay,Cyanocitta cristata,Tyendinaga Mohawk Territory,Ontario,Canada,44.184555,-77.069335,Negative ,Combination Sample ,CWHC Ontario/Nunavut ,2017-09-11,,,,,,,,
CWHC.136333.4,Double-Crested Cormorant,Phalacrocorax auritus,Val-Comeau,Nouveau-Brunswick,Canada,47.46415,-64.88524,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.136465.1,Great Horned Owl,Bubo virginianus,,Alberta,Canada,52.9598,-113.8253,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-19,,,,,,,,
CWHC.136318.1,Great Black-Backed Gull,Larus marinus,Trois-Rivières,Québec,Canada,46.295,-72.60555556,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-09-21,,,,,,,,
CWHC.136010.1,Blue Jay,Cyanocitta cristata,Metcalfe,Ontario,Canada,45.2107469,-75.432286,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-09-11,,,,,,,,
CWHC.135884.1,Ring-Billed Gull,Larus delawarensis,Saskatoon,Saskatchewan,Canada,52.1509123,-106.5934869,Suspicious ,Combination Sample ,Prairie Diagnostic Services ,2017-08-31,Negative,Combination Sample,Prairie Diagnostic Services,2017-08-31,Negative,Combination Sample,Prairie Diagnostic Services,2017-08-31
CWHC.137127.2,Rock Pigeon,Columba livia,Fredericton,New Brunswick,Canada,45.9784426,-66.6584021,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2018-01-10,,,,,,,,
CWHC.136075.1,Blue-Winged Teal,Anas discors,,Saskatchewan,Canada,51.701373,-106.51696,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-09-07,,,,,,,,
CWHC.136769.1,Ring-Billed Gull,Larus delawarensis,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-19,,,,,,,,
CWHC.136886.1,Bald Eagle,Haliaeetus leucocephalus,Seaview,Prince Edward Island,Canada,46.5442,-63.58807,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2018-01-11,,,,,,,,
CWHC.136226.1,Common Murre,Uria aalge,Witless Bay,Newfoundland and Labrador,Canada,47.2362,-52.77985,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.136446.1,Black-billed Magpie,Pica hudsonia,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.136848.1,Ring-Billed Gull,Larus delawarensis,Longueuil,Québec,Canada,45.52416667,-73.50777778,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-11-07,,,,,,,,
CWHC.136073.1,Mallard,Anas platyrhynchos,,Saskatchewan,Canada,51.701373,-106.51696,Positive ,Combination Sample ,Prairie Diagnostic Services ,2017-10-11,Negative,,Prairie Diagnostic Services,2017-09-07,Negative,,Prairie Diagnostic Services,2017-09-07
CWHC.136263.1,Canada Goose,Branta canadensis,Vaughan,Ontario,Canada,43.781962,-79.542286,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-08-31,,,,,,,,
CWHC.135666.1,Canada Goose,Branta canadensis,Alberry Plains,Prince Edward Island,Canada,46.2135207,-62.7638687,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-08-11,,,,,,,,
CWHC.135636.5,Ring-Billed Gull,Larus delawarensis,Sorel,Québec,Canada,46.04833333,-73.11277778,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-09,,,,,,,,
CWHC.136331.1,Mallard,Anas platyrhynchos,Leask,Saskatchewan,Canada,52.9399159,-106.4508639,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-11-09,,,,,,,,
CWHC.136084.1,Mallard,Anas platyrhynchos,,Saskatchewan,Canada,51.701373,-106.51696,Suspicious ,Combination Sample ,Prairie Diagnostic Services ,2017-10-11,Suspicious,,Prairie Diagnostic Services,2017-10-11,Negative,,Prairie Diagnostic Services,2017-09-07
CWHC.136462.1,Mallard,Anas platyrhynchos,Fort Saskatchewan,Alberta,Canada,53.7007,-113.2095,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.136186.1,Ring-Billed Gull,Larus delawarensis,Grande Prairie,Alberta,Canada,55.1699,-118.7986,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CWHC.136764.1,Rock Pigeon,Columba livia,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-19,,,,,,,,
CWHC.138157.1,American Crow,Corvus brachyrhynchos,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.136226.2,Common Murre,Uria aalge,Witless Bay,Newfoundland and Labrador,Canada,47.2362,-52.77985,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.136095.1,Mallard,Anas platyrhynchos,,Saskatchewan,Canada,51.701373,-106.51696,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-09-07,,,,,,,,
CCWHC.000042379,American Black Duck,Anas rubripes,,,,47.5007833,-52.79,Negative ,Cloacal Sample ,Animal Health Lab - University of Guelph ,2008-11-10,,,,,,,,
CWHC.136076.1,Green-Winged Teal,Anas carolinensis,,Saskatchewan,Canada,51.701373,-106.51696,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-09-07,,,,,,,,
CWHC.136070.1,Blue-Winged Teal,Anas discors,,Saskatchewan,Canada,51.701373,-106.51696,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-09-07,,,,,,,,
CWHC.136332.1,Great Horned Owl,Bubo virginianus,Leask,Saskatchewan,Canada,52.9399159,-106.4508639,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-11-09,,,,,,,,
CWHC.135704.1,Double-Crested Cormorant,Phalacrocorax auritus,Kingston,Ontario,Canada,44.250011,-76.603402,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-08-09,,,,,,,,
CWHC.137680.6,Canada Goose,Branta canadensis,Ottawa,Ontario,Canada,45.393302,-75.701534,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-11-23,,,,,,,,
CWHC.136278.1,Swainson's Hawk,Buteo swainsoni,Madden,Alberta,Canada,51.2712,-114.2189,Negative ,,Alberta Agri-Food Laboratories Branch ,2017-09-19,,,,,,,,
CWHC.136264.1,Canada Goose,Branta canadensis,Vaughan,Ontario,Canada,43.781962,-79.542286,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-08-31,,,,,,,,
CWHC.138160.1,Herring Gull,Larus argentatus,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-12-12,,,,,,,,
CWHC.136450.1,Black-billed Magpie,Pica hudsonia,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-14,,,,,,,,
CWHC.135658.1,Merlin,Falco columbarius,Saskatoon,Saskatchewan,Canada,52.1419942,-106.675111,Negative ,Combination Sample ,Prairie Diagnostic Services ,2017-08-18,,,,,,,,
CWHC.136192.1,American Crow,Corvus brachyrhynchos,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-08-17,,,,,,,,
CWHC.136226.4,Common Murre,Uria aalge,Witless Bay,Newfoundland and Labrador,Canada,47.2362,-52.77985,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2017-09-28,,,,,,,,
CWHC.136213.1,American Crow,Corvus brachyrhynchos,Curve Lake,Ontario,Canada,44.463526,-78.37158,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-09-11,,,,,,,,
CWHC.136998.6,Long-Tailed Duck,Clangula hyemalis,Toronto,Ontario,Canada,43.662648,-79.3100073,Negative ,Combination Sample ,Animal Health Lab - University of Guelph ,2017-11-14,,,,,,,,
CWHC.136428.1,Canada Goose,Branta canadensis,Leduc,Alberta,Canada,53.258,-113.5502,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-19,,,,,,,,
CWHC.137434.1,American Kestrel,Falco sparverius,Encana Offshore Platform,Nova Scotia,Canada,43.81269,-60.68837,Negative ,Combination Sample ,AVC - Diagnostic Virology Laboratory ,2018-01-11,,,,,,,,
CWHC.136631.1,Black-billed Magpie,Pica hudsonia,Edmonton,Alberta,Canada,53.5444,-113.4909,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-10-05,,,,,,,,
CWHC.136004.8,Ring-Billed Gull,Larus delawarensis,Lac-Etchemin,Québec,Canada,46.39555556,-70.50833333,Negative ,Combination Sample ,Laboratoire d'épidémiosurveillance animale du Québec ,2017-08-30,,,,,,,,
CWHC.136469.1,Great Blue Heron,Ardea herodias,,Alberta,Canada,53.8448,-111.55,Negative ,Combination Sample ,Alberta Agri-Food Laboratories Branch ,2017-09-19,,,,,,,,
CWHC.138799.1,Bald Eagle,Haliaeetus leucocephalus,Boylston,Nova Scotia,Canada,45.49552,-61.53125,Pending ,Combination Sample ,AVC - Diagnostic Virology Laboratory,,,,,,,,,
